1.1	1	1	-0.015721874936990288	fill_color=red
1.1	1001	1001	-0.0047218749369903334	fill_color=red
1.1	2001	2001	0.015278125063009684	fill_color=blue
1.1	3001	3001	-0.0297218749369903	fill_color=red
1.1	4001	4001	-0.07772187493699034	fill_color=red
1.1	5001	5001	0.0342781250630097	fill_color=blue
1.1	6001	6001	-0.025721874936990297	fill_color=red
1.1	7001	7001	0.016278125063009685	fill_color=blue
1.1	8001	8001	-0.06072187493699033	fill_color=red
1.1	9001	9001	-0.034721874936990305	fill_color=red
1.1	10001	10001	-0.036721874936990306	fill_color=red
1.1	11001	11001	0.000278125063009671	fill_color=blue
1.1	12001	12001	-0.010721874936990339	fill_color=red
1.1	13001	13001	0.006278125063009676	fill_color=blue
1.1	14001	14001	-0.009721874936990338	fill_color=red
1.1	15001	15001	-0.0297218749369903	fill_color=red
1.1	16001	16001	-0.006721874936990335	fill_color=red
1.1	17001	17001	-0.05272187493699032	fill_color=red
1.1	18001	18001	0.02227812506300969	fill_color=blue
1.1	19001	19001	-0.03972187493699031	fill_color=red
1.1	20001	20001	-0.024721874936990296	fill_color=red
1.1	21001	21001	0.008278125063009678	fill_color=blue
1.1	22001	22001	-0.01272187493699034	fill_color=red
1.1	23001	23001	-0.022721874936990294	fill_color=red
1.1	24001	24001	0.019278125063009688	fill_color=blue
1.1	25001	25001	-0.01972187493699029	fill_color=red
1.1	26001	26001	0.017278125063009686	fill_color=blue
1.1	27001	27001	0.017278125063009686	fill_color=blue
1.1	28001	28001	0.013278125063009683	fill_color=blue
1.1	29001	29001	-0.04972187493699032	fill_color=red
1.1	30001	30001	-0.08272187493699035	fill_color=red
1.1	31001	31001	0.0022781250630096728	fill_color=blue
1.1	32001	32001	-0.01872187493699029	fill_color=red
1.1	33001	33001	-0.025721874936990297	fill_color=red
1.1	34001	34001	0.027278125063009695	fill_color=blue
1.1	35001	35001	0.06427812506300967	fill_color=blue
1.1	36001	36001	-0.035721874936990305	fill_color=red
1.1	37001	37001	0.014278125063009683	fill_color=blue
1.1	38001	38001	0.027278125063009695	fill_color=blue
1.1	39001	39001	0.014278125063009683	fill_color=blue
1.1	40001	40001	-0.024721874936990296	fill_color=red
1.1	41001	41001	-0.009721874936990338	fill_color=red
1.1	42001	42001	0.009278125063009679	fill_color=blue
1.1	43001	43001	-0.014721874936990342	fill_color=red
1.1	44001	44001	-0.0307218749369903	fill_color=red
1.1	45001	45001	-0.01672187493699029	fill_color=red
1.1	46001	46001	-0.04172187493699031	fill_color=red
1.1	47001	47001	-0.0027218749369903317	fill_color=red
